ID,"By agreeing to take part in this survey, you confirm that you have read, understood and agreed with the following statements. Please note that this survey will skip to the end if you disagree to take part: 
 
 _I agree that data gathered in this study will be stored anonymously and securely, and will be used for research purposes only. _
 
 _I understand that my participation is voluntary and that I am free to withdraw at any time without giving reason. _
 
 _I understand that all personal information will remain confidentially within OLIO's database, and that no personally identifiable information will be shared with any third party, and that no data will be made available that can allow me to be personally identified in the results of this research. _
 
 _I am 18 years of age or older. _
 
 I agree to take part in this survey:",How would you describe your gender?,What range best describes your age group?,Do you have any physical or mental health conditions or illnesses that are limiting your day to day activities?,Which of the following best describes your household?,"In general, how satisfied are you with your life?","Compared to others in my neighbourhood, I think my life overall is...",How often do you feel that you lack companionship?,How often do you feel isolated from others or left out?,To what extent are you able to turn to friends and family for help when you need it?,"How much do you agree with the following statement? 
 
 Generally, I borrow things and exchange favours with my neighbours.",Foodbank,Neighbours,Close family or friends,Community or faith group,None of the above,Other,"The next questions are about your household's diet in the past 12 months, since October of last year, and whether you were able to afford the food you needed. In the past 12 months, was the following statement true for you?
 
 We worried whether our food would run out before we got money to buy more.","The food that we bought just didn't last, and we didn't have money to get more.",We couldn't afford to eat balanced meals.,Did you or other adults in your household ever cut the size of your meals or skip meals because there wasn't enough money for food?,How often did this happen?,Did you ever eat less than you felt you should because there wasn't enough money for food?,Were you ever hungry but didn't eat because there wasn't enough money for food?,Did you lose weight because there wasn't enough money for food?,Did you or other adults in your household ever not eat for a whole day because there wasn't enough money for food?,How often did this happen?,"The next questions are about the food situation of your children. In the past 12 months, was the following statement true for you? 
 
 We relied on only a few kinds of low-cost food to feed our children because we were running out of money to buy food.","We couldn't feed our children a balanced meal, because we couldn't afford that.",The children were not eating enough because we just couldn't afford enough food.,Did you ever cut the size of any of the children's meals because there wasn't enough money for food?,Did any of the children ever skip meals because there wasn't enough money for food?,How often did this happen?,Were the children ever hungry but you just couldn't afford more food?,Did any of the children ever not eat for a whole day because there wasn't enough money for food?,household_food_security_label,Which of the following best describes the house you currently live in?,Other,Do you know the Energy Performance Certificate (EPC) rating for the house you currently live in?,Do you use a prepayment or pay-as-you-go meter to pay for your energy usage?,"The following questions are about challenges your household may have had paying energy bills or maintaining heating in your home in the past 12 months. 
 
 How frequently did your household reduce or forego expenses for basic household necessities, such as medicine or food, in order to pay an energy bill?","In the past year, how frequently did your household keep your home at a cold temperature that you felt was unsafe or unhealthy?","In the past year, how frequently did your household run behind on payments for energy bills, or receive a notice to disconnect?","In the last year, was there ever a time your household was unable to use your main source of heat because you could not afford to pay for gas or electricity?",About how many days over the past year has your household gone without heat because you could not afford to pay for gas or electricity?,"In the last year, was there ever a time your household was unable to use your main source of heat because the equipment was broken, and you couldn't afford to pay to repair or replace the equipment?","In the past year, did anyone in your household need medical attention because your home was too cold?",FS1,FS2,FS3,FS4,FS5,FS6,FS7,fuel-security_label,fuel-security_score,"In the past year, how often did you worry about making energy payments?","In the past year, how often did you worry about making rent/ mortgage payments?",Consider your grocery shopping habits in the past 12 months. How often have you avoided food that requires cooking to reduce energy usage?,Working full-time,Working part-time,Unemployed,Retired,Not working- looking after house/ children,Not working- long term sick or disabled,Student,Other,What is your annual household income before tax?,user_id,Start Date (UTC),Submit Date (UTC),response_time,survey_date,incentivised,lad_code,msoa_code,imd_decile
l8yovwewhbagmfrx8ul8aoh5hkxjkgpb,1,Female,55 to 59,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",4,Worse,Often,Often,To some extent,Definitely disagree,,,,,None of the above,,Often true,Sometimes true,Never true,No,,No,No,No,Yes,,,,,,,,,,Low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,No,1 or 2 months,Almost every month,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,1 or 2 months,Never,Some months but not every month,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",6501046,22/11/2022 16:33,22/11/2022 16:39,6,22/11/2022,0,E09000023,E02000653,3
l9d5mcbvg2srdiyz9l9d5qza26zyatpw,1,Female,35 to 39,Yes,Living on my own (NO children or children have left home),7,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,Close family or friends,,,,Sometimes true,Never true,Never true,Yes,Only 1 or 2 months,Yes,Yes,No,No,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,No,1 or 2 months,Some months but not every month,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,1 or 2 months,Some months but not every month,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",213719,22/11/2022 17:26,22/11/2022 17:32,6,22/11/2022,1,E09000030,E02000875,3
la1v6p3v9n3tk0tnkla1v6piielbkjlc,1,Male,20 to 24,No,Living on my own (NO children or children have left home),1,Much worse,Hardly ever or never,Some of the time,To some extent,Tend to disagree,Foodbank,,,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,Yes,,,,,,,,,,Very low food security,Living in a night shelter/ hostel,,Don't know,No,Never,Some months but not every month,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,Never,Never,Never,,,Unemployed,,,,,,Prefer not to say,5909515,27/11/2022 13:14,27/11/2022 13:17,3,27/11/2022,1,E09000025,E02000743,2
lagadv6oxhqd3lwpqzlagaddu95jdbgz,1,Female,35 to 39,No,Living with partner/ spouse (NO children or children have left home),8,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,Neighbours,,,,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,C,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,1 or 2 months,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",269707,27/11/2022 13:57,27/11/2022 14:02,5,27/11/2022,1,E09000014,E02000426,5
lav352z20y0ryg8bcqzaqlav352rktmg,1,Female,55 to 59,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,Worse,Hardly ever or never,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,Some months but not every month,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,Some months but not every month,Never,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",3975789,23/11/2022 21:18,23/11/2022 21:28,10,22/11/2022,1,E09000014,E02000418,5
lbswh8m0h18ehscbe9lbswh5vx8ritjx,1,Female,55 to 59,Yes,Living on my own (NO children or children have left home),5,The same,Some of the time,Some of the time,To a large extent,Tend to disagree,,,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Some months but not every month,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,Never,,Never,,Working part-time,,,,,,,"Less than £14,900 p.a.",6117434,22/11/2022 17:30,22/11/2022 17:34,4,22/11/2022,1,E09000008,E02000222,6
ldwda8z0a8nal9h6hk0ldwda8z0xzhrb,1,Male,30 to 34,No,Living on my own (NO children or children have left home),8,Better,Often,Some of the time,To some extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,Prefer not to say,6133190,22/11/2022 21:35,22/11/2022 21:39,4,22/11/2022,1,E09000030,E02000884,4
lff4teznqytv5lf5h0gkkxiwjs6go3bw,1,Female,25 to 29,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,The same,Often,Some of the time,To some extent,Definitely disagree,,,,,,Food aid,Never true,Never true,Often true,No,,No,No,No,No,,,,,,,,,,Marginal food security,,Living with family,Don't know,Don't know,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,Prefer not to say,215244,27/11/2022 13:14,27/11/2022 13:18,4,27/11/2022,1,E09000007,E02000175,5
lg3bi8k47llfqvalg3b4j7jqes4tv879,1,Female,40 to 44,No,Living on my own (NO children or children have left home),7,Better,Some of the time,Some of the time,To a large extent,Tend to agree,,,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,C,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",238728,22/11/2022 16:16,22/11/2022 16:19,3,22/11/2022,1,E09000014,E02000422,3
lhjy91vyiy4xgc876lhjymxy1bzbmma2,1,Female,25 to 29,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,The same,Some of the time,Hardly ever or never,To a large extent,Tend to disagree,,,Close family or friends,,,,Sometimes true,Sometimes true,Sometimes true,No,,Yes,No,No,No,,,,,,,,,,Low food security,Living in rented accommodation from Housing Association,,Don't know,No,1 or 2 months,Never,Almost every month,0,,0,0,,,,,,,,Marginal fuel-security,0,1 or 2 months,Almost every month,Some months but not every month,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",1087608,22/11/2022 16:38,22/11/2022 16:42,4,22/11/2022,1,E09000030,E02000870,3
lhos7g48lcxvk33opnlhos52hbp1w4n2,1,Female,30 to 34,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",4,Worse,Often,Often,To some extent,Definitely disagree,,,Close family or friends,,,,Often true,Sometimes true,Often true,Yes,Some months but not every month,Yes,Yes,Yes,No,,,,,,,,,,Very low food security,Renting from private landlord,,Don't know,Don't know,1 or 2 months,1 or 2 months,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Some months but not every month,1 or 2 months,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",1183092,22/11/2022 15:38,22/11/2022 15:42,4,22/11/2022,1,E09000032,E02000935,4
ljfmheqhu0vdjc0ab48jjkavkljfmheq,1,Male,25 to 29,No,Living on my own (NO children or children have left home),9,Much better,Hardly ever or never,Hardly ever or never,To some extent,Definitely agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Living in student accommodation/ student halls,,B,Yes,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Almost every month,Almost every month,Working full-time,,,,,,,,"Less than £14,900 p.a.",5846703,28/11/2022 02:51,28/11/2022 02:55,4,27/11/2022,1,E09000020,E02000596,6
ljmrfqfqk6tjuxeb2aljmrfqf30co6qi,1,Female,35 to 39,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",1,Much worse,Some of the time,Some of the time,To some extent,Definitely disagree,,,,,None of the above,,Sometimes true,Never true,Sometimes true,No,,No,Yes,Yes,No,,,,,,,,,,Low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Some months but not every month,Some months but not every month,Never,1,30,0,0,,,,,,,,Low fuel-security,0,Some months but not every month,Some months but not every month,Some months but not every month,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",1289172,22/11/2022 18:50,22/11/2022 18:56,6,22/11/2022,1,E09000023,E02000666,5
llbrbs1lnz95mn0ntlln9rj5zyzjx3ne,1,Female,25 to 29,No,Living with partner/ spouse (NO children or children have left home),5,Worse,Often,Often,Not at all,Definitely disagree,Foodbank,,,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,No,No,,,,,,,,,,Low food security,Renting from private landlord,,E,Yes,Never,Almost every month,1 or 2 months,1,30,0,0,,,,,,,,Marginal fuel-security,0,Almost every month,Almost every month,Almost every month,,Working part-time,,,,,,,"£14,901- £24,300 p.a.",3385021,22/11/2022 15:43,22/11/2022 15:47,4,22/11/2022,1,E09000029,E02000842,8
llvv20h7svitvk5mllv1yml3z56k8a9i,1,Male,20 to 24,No,Living on my own (NO children or children have left home),7,The same,Often,Some of the time,To some extent,Tend to disagree,Foodbank,Neighbours,,Community or faith group,,,Never true,Never true,Sometimes true,No,,Yes,Yes,No,No,,,,,,,,,,Low food security,Living in a night shelter/ hostel,,Don't know,Don't know,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,1 or 2 months,,,,,,,,Asylum seeker,"Less than £14,900 p.a.",6233847,22/11/2022 15:31,22/11/2022 15:42,11,22/11/2022,1,E09000011,E02006929,2
lmyf2oxml1djn5tlmyfnvi9a70c2i9w3,1,Female,55 to 59,No,Living on my own (NO children or children have left home),7,The same,Hardly ever or never,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Sometimes true,Never true,Never true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Buying the house on a mortgage,,Don't know,No,1 or 2 months,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Some months but not every month,Some months but not every month,Never,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",3158115,22/11/2022 22:32,22/11/2022 22:54,22,22/11/2022,1,E09000023,E02000668,3
lp3qjuxegw8grgr7i2lp3qjuxv9uh82x,1,Male,35 to 39,Yes,Living with partner/ spouse (NO children or children have left home),8,Better,Some of the time,Some of the time,To some extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,B,Don't know,Some months but not every month,Never,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,1 or 2 months,Some months but not every month,Never,,,,,,,,Self-employed,"£24,301- £37,900 p.a.",6243085,22/11/2022 15:34,22/11/2022 15:39,5,22/11/2022,1,E09000028,E02000816,4
lpt2ninke06g5h18kichlpt2nfsnqh03,1,Female,25 to 29,No,Living with partner/ spouse (NO children or children have left home),8,Better,Hardly ever or never,Some of the time,To a large extent,Tend to disagree,,,Close family or friends,,,,Never true,Sometimes true,Sometimes true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Renting from private landlord,,C,Yes,Never,Some months but not every month,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,1 or 2 months,1 or 2 months,1 or 2 months,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",6078647,28/11/2022 19:38,28/11/2022 19:42,4,27/11/2022,1,E09000033,E02000975,9
lq3m4ycudq9azxvkupblq3m4y7bttmvk,1,Female,50 to 54,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",10,Worse,Often,Often,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Sometimes true,Sometimes true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Almost every month,Almost every month,Never,0,,0,0,,,,,,,,Low fuel-security,0,Some months but not every month,Some months but not every month,Never,,,,,,Not working- long term sick or disabled,,,Prefer not to say,6004798,27/11/2022 14:30,27/11/2022 14:41,11,27/11/2022,0,E09000008,E02000233,6
lqinqd83luck2zh3o1mqclqinqdzhgsu,1,Female,20 to 24,No,"Living with other adults that are non-family members, such as friends/ flatmates",8,The same,Some of the time,Some of the time,To some extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,Don't know,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",5299870,27/11/2022 16:07,27/11/2022 16:11,4,27/11/2022,1,E09000030,E02000871,3
luqoilfh9xoq3wfht9yk9tluqc752tfu,1,Female,40 to 44,Yes,Living with partner/ spouse (NO children or children have left home),8,Better,Some of the time,Some of the time,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,1 or 2 months,Never,0,,0,0,,,,,,,,High fuel-security,0,1 or 2 months,Never,Never,,Working part-time,,,,,,,Prefer not to say,2261994,27/11/2022 13:44,27/11/2022 13:48,4,27/11/2022,0,E09000014,E02000404,4
luu46odofrr3u7oxwysaee36eluu46or,1,Female,30 to 34,No,"Living with other adults that are non-family members, such as friends/ flatmates",7,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,Yes,Never,Some months but not every month,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",3169124,24/11/2022 06:26,24/11/2022 06:30,4,22/11/2022,1,E09000032,E02000947,9
lv8x3yk3wglv8shdyy3jlv8x3y7vjwfi,1,Female,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",8,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Sometimes true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Renting from private landlord,,Don't know,No,Never,1 or 2 months,Never,0,,0,0,,,,,,,,High fuel-security,0,1 or 2 months,Never,1 or 2 months,Working full-time,,,,,,,,"More than £58,900 p.a.",6416426,22/11/2022 16:08,22/11/2022 16:12,4,22/11/2022,1,E09000012,E02000371,4
lvu8yhzm7fx2lvukf9yabgigglsggsrh,1,Male,25 to 29,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",4,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,Close family or friends,,,,Sometimes true,Sometimes true,Sometimes true,No,,No,No,No,No,,,,,,,,,,Low food security,Renting from private landlord,,B,No,Almost every month,Never,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,1 or 2 months,1 or 2 months,1 or 2 months,Working full-time,,,,,,,,"More than £58,900 p.a.",6425133,22/11/2022 15:51,22/11/2022 15:53,2,22/11/2022,1,E09000007,E02000187,2
lwa27gugt2y4iulwa2xl8u5sffz8gkiu,1,Prefer not to say,35 to 39,No,Living with partner/ spouse (NO children or children have left home),10,The same,Hardly ever or never,Hardly ever or never,Not at all,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,C,No,Almost every month,Never,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,Never,Never,Never,,,Unemployed,,,,,,"£24,301- £37,900 p.a.",6491468,27/11/2022 12:53,27/11/2022 12:58,5,27/11/2022,1,E09000024,E02000711,4
lwlo905y631j9hckw5lwlo9d2az4txnw,1,Female,35 to 39,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,The same,Often,Some of the time,To a large extent,Tend to disagree,Foodbank,,Close family or friends,Community or faith group,,Olio,Sometimes true,Sometimes true,Never true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Living in rented accommodation from Housing Association,,Don't know,No,Never,Almost every month,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,1 or 2 months,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",5020485,22/11/2022 20:38,22/11/2022 20:47,9,22/11/2022,1,E09000014,E02000419,2
lwm23h5bqpq17bni556lwm23kkzef751,1,Female,35 to 39,No,"Living with other adults that are non-family members, such as friends/ flatmates",8,Better,Often,Some of the time,To a large extent,Definitely agree,,Neighbours,Close family or friends,,,Olio,Sometimes true,Never true,Sometimes true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Living in rented accommodation from Housing Association,,Don't know,No,Never,1 or 2 months,Never,0,,1,0,,,,,,,,Marginal fuel-security,0,1 or 2 months,1 or 2 months,Never,,,,,,,,Zero hour contracts,"Less than £14,900 p.a.",1412070,22/11/2022 17:11,22/11/2022 17:19,8,22/11/2022,1,E09000028,E02000808,6
lws1hsi345px3nfvjhlws1hs3csh12dk,1,Female,50 to 54,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",4,The same,Often,Some of the time,Not at all,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,Prefer not to say,1315305,03/12/2022 14:35,03/12/2022 16:23,108,03/12/2022,1,E09000002,E02000004,5
lyn4dw6g8qd4tmpwmlyn4dwlrp3gf9xl,1,Male,60 to 64,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Owning the house outright,,C,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,,Never,,,,Retired,,,,,"£24,301- £37,900 p.a.",2878191,22/11/2022 17:51,22/11/2022 18:00,9,22/11/2022,0,E09000004,E02000067,5
lz2jjc2pny5eyakaqxlqd1clz2jjc213,1,Female,35 to 39,Yes,Living on my own (NO children or children have left home),5,Better,Often,Often,To some extent,Tend to agree,Foodbank,,Close family or friends,Community or faith group,,,Sometimes true,Sometimes true,Sometimes true,No,,Yes,No,Yes,No,,,,,,,,,,Low food security,Living in rented accommodation from Housing Association,,Don't know,No,Almost every month,Never,Almost every month,0,,1,0,,,,,,,,Low fuel-security,0,Almost every month,Never,Some months but not every month,,,Unemployed,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",4444767,23/11/2022 12:26,23/11/2022 12:31,5,22/11/2022,1,E09000023,E02000663,6
lzrrzmbwmdu7imdizklzrrzm7zzxy13f,1,Female,25 to 29,No,Living on my own (NO children or children have left home),10,Better,Hardly ever or never,Hardly ever or never,To some extent,Definitely agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,D,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,1 or 2 months,Never,1 or 2 months,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",4957967,22/11/2022 16:59,22/11/2022 17:17,18,22/11/2022,1,E09000020,E02000596,7
lzyb8opvoi4wgrx7qaovlzybphjwr952,1,Female,20 to 24,No,Living with partner/ spouse (NO children or children have left home),8,Better,Hardly ever or never,Some of the time,To some extent,Definitely agree,,,,,,"olio, too good to go",Never true,Never true,Sometimes true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Renting from private landlord,,Don't know,Yes,Some months but not every month,1 or 2 months,1 or 2 months,0,,0,0,,,,,,,,Marginal fuel-security,0,Almost every month,Almost every month,Never,,Working part-time,,,,,Student,,"Less than £14,900 p.a.",5414024,22/11/2022 20:18,22/11/2022 20:26,8,22/11/2022,1,E09000011,E02006931,6
m0ph4facu9lhdfhm7atm0ph42i3awl60,1,Female,65 to 69,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,Better,Often,Some of the time,To some extent,Tend to agree,,,,Community or faith group,,,Never true,Sometimes true,Sometimes true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Buying the house on a mortgage,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Almost every month,1 or 2 months,Never,,,,Retired,,,,,"Less than £14,900 p.a.",5137603,23/11/2022 08:38,23/11/2022 08:47,9,22/11/2022,1,E09000030,E02000864,3
